artist_id,artist_name,total_followers,genres,popularity
1McMsnEElThX1knmY4oliG,Olivia Rodrigo,24755114,['pop'],84
0ZUvK7zGdXLd78mQr3t1Tw,Ricky Montgomery,1462755,"['indie pop', 'la indie', 'pop']",70
1HkpK55jsORzgtOURbOeQH,1096 Gang,61096,"['pinoy hip hop', 'tagalog rap']",43
4fxd5Ee7UefO4CUXgwJ7IP,Giveon,2895198,"['pop', 'r&b']",80
0TnOYISbd1XYRBk9myaseg,Pitbull,9921827,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",83
1IQ4CjwKkdARjL5KtYiMt4,Ez Mil,72155,['pinoy trap'],42
2Cm26ufVCzZu7XVrLH3P6O,Hey Its Je,23365,"['pinoy hip hop', 'tagalog rap']",46
5WHKBKrvTBMPoQX3v3Bq8J,Leah Nobel,17717,['nashville singer-songwriter'],44
2joIhhX3Feq47H4QXVDOr3,RINI,645145,"['australian r&b', 'bedroom soul', 'chill r&b', 'pop']",63
2d3VHzlOEwXvmBdS4pzOPL,LeAnn Rimes,1256658,"['country', 'country dawn', 'dance pop', 'post-teen pop']",63
3Z02hBLubJxuFJfhacLSDc,Bryan Adams,3061858,"['album rock', 'canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']",76
6gezkje7GoJlQbHBgLXHuu,Destiny Rogers,139346,[],55
6cK3NBO6uP7hh0oyuVELFl,Saweetie,1766568,"['cali rap', 'dance pop', 'pop', 'rap', 'trap queen']",72
6jGMq4yGs7aQzuGsMgVgZR,Lil Tjay,6386764,"['brooklyn drill', 'melodic rap', 'nyc rap']",82
1U1el3k54VvEUzo3ybLPlM,Kali Uchis,4000145,"['colombian pop', 'pop']",86
4RA4PC3WHM9OHZLExirTcU,APO Hiking Society,751362,"['classic opm', 'opm']",58
1uU7g3DNSbsu0QjSEqZtEd,Masked Wolf,661830,['australian hip hop'],68
7yaaxrkMOWJZXpIYHkppDH,Angela Ken,34254,"['opm', 'pinoy singer-songwriter']",42
1tM4ox3QsSpl3R2VwLjJ47,Larissa Lambert,41924,['chill r&b'],54
3eVa5w3URK5duf6eyVDbu9,ROSÉ,3762262,['k-pop'],67
6l880dxsvN2x5wiceaG6D0,Rico Blanco,567738,"['opm', 'pinoy indie', 'pinoy rock', 'pop rock']",54
2vnB6tuQMaQpORiRdvXF9H,Beach Bunny,1118420,"['bubblegrunge', 'chicago indie', 'indie pop', 'indie rock']",69
3klZnJvYGIbWritVwQD434,Duncan Laurence,473437,['dutch pop'],69
1WgXqy2Dd70QQOU7Ay074N,AURORA,2914548,"['art pop', 'norwegian pop']",75
0FRUZvZNPzM3YJMABJxf2K,WENDY,820827,"['k-pop', 'korean pop']",57
67IN4cLJ7798gUapyZlmac,Zack Tabudlo,2676872,"['acoustic opm', 'p-pop', 'pop']",73
6AgTAQt8XS6jRWi4sX7w49,Polo G,9339742,"['chicago rap', 'rap']",84
73B9bjqS2Z5KLXNGqXf64m,Weeekly,534412,['k-pop'],54
3pc0bOVB5whxmD50W79wwO,keshi,2407516,"['chill r&b', 'pop']",79
3ZSbXArE6mxOleJnsumK4u,eAeon,156151,"['k-indie', 'korean electropop']",50
3aQeKQSyrW4qWr35idm0cy,T-Pain,4278720,"['dance pop', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",78
1mCY2mHctggfYiEqpCgcSz,Bonnie Bailey,7090,[],38
1gBUSTR3TyDdTVFIaQnc02,NCT DREAM,6326355,"['k-pop', 'k-pop boy group']",76
4qXC0i02bSFstECuXP2ZpL,Blxst,394995,"['pop rap', 'westcoast flow']",72
1DlYnIiliftt6R21Y5NOW2,Adie,1665255,['pop'],69
26cMerAxjx9GedFt0lMDjm,Bella Poarch,1014370,['modern alternative pop'],67
2WgfkM8S11vg4kxLgDY3F5,StarBoi3,27179,[],53
3Dr5ezvDdYsycy1gfaZWSL,raven,33411,['pinoy indie'],39
0UntV1Bw2hk3fbRrm9eMP6,B.I,632976,['k-pop'],63
043r4OwwUAYREkBLK5jAiV,FM Static,241818,"['canadian ccm', 'canadian pop punk', 'christian alternative rock', 'christian punk', 'pop rock']",53
0sYpJ0nCC8AlDrZFeAA7ub,JOY,688324,['k-pop'],53
5GVk1KCKa1tdHRev4bMw7V,NOBITA,1099883,['opm'],62
7d86ERlvO5UG44j7Va0Y0C,Pamungkas,4414144,['indonesian singer-songwriter'],70
1mcTU81TzQhprhouKaTkpq,Rauw Alejandro,16282844,"['puerto rican pop', 'trap latino', 'urbano latino']",91
3RqBeV12Tt7A8xH3zBDDUF,Kelsea Ballerini,1021754,"['contemporary country', 'country', 'pop']",76
1bgvuzIjHq12cBsfXCoEBe,Nightbirde,181760,[],45
2LkkwxA19J8C52wPQl5bG6,Jamie Miller,415878,"['pop', 'pop soul']",66
0lAWpj5szCSwM4rUMHYmrr,Måneskin,7146583,"['indie rock italiano', 'italian pop']",82
6feZH59Dj4tl1bQ8D2gukz,Donell Lewis,39057,"['nz hip hop', 'pacific islands pop', 'pop rap', 'slow game']",48
4B65DA1kjKLdgTJydNNDHB,8 Ballin',11450,"['pinoy hip hop', 'pinoy trap', 'tagalog rap']",39
70NcAr4ZtA3FAqU16iQZSb,dhruv,447216,"['chill r&b', 'nyc pop', 'pop']",70
4wP1kxjUsc9IR4Iy2smL7o,Trinidad Cardona,181992,['sped up'],63
4yvcSjfu4PC0CYQyLy4wSq,Glass Animals,3726691,"['gauze pop', 'indietronica', 'shiver pop']",78
52zMTJCKluDlFwMQWmccY7,LOONA,2267141,"['k-pop', 'k-pop girl group']",63
7gXy60xRcwYujBFoYHnR2O,Big Red Machine,144836,"['eau claire indie', 'folktronica', 'indie folk', 'indie pop', 'indie rock']",56
2kRfqPViCqYdSGhYSM9R0Q,Madison Beer,5673756,"['alt z', 'dance pop', 'pop', 'post-teen pop']",73
2Ev7vtPI38BE2kQvwmH4ce,Arthur Miguel,351136,['opm'],56
404RA7nuwzYA8WskpMgUp1,Belle Mariano,133884,['opm'],47
3kft86DbqCNr7rjq3pEj0G,Sarah Cothran,273111,['gen z singer-songwriter'],59
2CQZr2RPZmrcvDnaod1ldC,D.O.,1638550,['k-pop'],60
4OBJLual30L7gRl5UkeRcT,T.I.,4534801,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",75
70ZTdbPEcEugBNay4MvxfL,Bread,1455239,"['adult standards', 'folk rock', 'mellow gold', 'soft rock']",67
7gXb99Sf9nNmpNYeAgIQFG,Sub Urban,1444326,['modern indie pop'],68
56OjNTX2bkrdGcB0staUOV,A-Wall,54475,['bedroom pop'],59
5GdspZ491zr64zzwVJJjJZ,Shehyee,102336,"['pinoy hip hop', 'tagalog rap']",42
4NslYs4dIwJjyAmfak2Yc2,Lipip,14285,"['pinoy r&b', 'tagalog rap']",45
7okSU80WTrn4LXlyXYbX3P,Clinton Kane,878050,"['alt z', 'gen z singer-songwriter', 'pop']",69
3OGOEwy4VOWKjSAcdiY8Gf,Lance Santdas,9303,"['pinoy hip hop', 'tagalog rap']",46
51sob9QZyfLff9XqvYluN5,Sezairi,103754,"['singaporean pop', 'singaporean singer-songwriter']",54
6TLwD7HPWuiOzvXEa3oCNe,Oliver Tree,2244756,['alternative hip hop'],80
41X1TR6hrK8Q2ZCpp2EqCz,bbno$,1199367,"['canadian hip hop', 'dark trap', 'vapor trap']",74
01XYiBYaoMJcNhPokrg0l0,STAYC,1256395,"['k-pop', 'k-pop girl group']",69
5L1lO4eRHmJ7a0Q6csE5cT,LISA,4255110,['k-pop'],72
2M1iyuNJojQoNdyfIMr54j,jikamarie,27122,['pinoy r&b'],43
2kCO8LXN1usaOPL3iEE28I,Tai Verdes,730587,"['modern indie pop', 'pop']",69
64H8UqGLbJFHwKtGxiV8OP,THE ANXIETY,159796,['modern alternative pop'],62
3PhoLpVuITZKcymswpck5b,Elton John,11319738,"['glam rock', 'mellow gold', 'piano rock']",84
048LktY5zMnakWq7PTtFrz,CKay,1247703,['afro r&b'],72
1FtBEIWAwvw5ymBen5GICR,Chlöe,275357,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'rap']",68
3uwAm6vQy7kWPS2bciKWx9,girl in red,5887567,"['bedroom pop', 'indie pop', 'norwegian indie', 'pop']",76
4pfy05cNNTacuOQ6SiSu4v,Lyn Lapid,387326,"['gen z singer-songwriter', 'indie pop']",61
027TpXKGwdXP7iwbjUSpV8,The Walters,470154,['chicago indie'],72
64k5e9kV9MdukXjFrR5R37,Jessi,1662521,['k-pop'],63
35R1B97CfrqKFFI3QBkTDx,RealestK,270523,['pop'],67
7c1HgFDe8ogy5NOZ1ANCJQ,"Car, the garden",133875,"['k-indie', 'korean pop']",52
1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,3679829,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house']",77
1Cd373x8qzC7SNUg5IToqp,BoyWithUke,3223543,['sad rap'],77
0hDjKSKjl1DC7ovYTDJHe8,Bruno Major,1102090,['pop'],67
42daDEQTdYaqtHG5sH5HMD,Celina Sharma,24966,[],52
5vV3bFXnN6D6N3Nj4xRvaV,JIN,5469743,['k-pop'],71
7zkwepHPyac6tCYl0fL0co,ASTN,260184,"['bedroom soul', 'chill r&b', 'indie r&b', 'pop']",63
22wbnEMDvgVIAGdFeek6ET,Benson Boone,549231,['pop'],72
4XDi67ZENZcbfKnvMnTYsI,Jay Park,1918379,"['k-pop', 'k-rap', 'korean r&b', 'pop']",69
21UPYSRWFKwtqvSAnFnSvS,Amaarae,158444,"['afro r&b', 'alternative r&b', 'ghanaian alternative', 'ghanaian pop']",66
2VSHKHBTiXWplO8lxcnUC9,GAYLE,569481,['modern alternative pop'],69
6QrQ7OrISRYIfS5mtacaw2,Jaymes Young,869974,"['indie poptimism', 'modern rock', 'pop']",71
051S1Ka6cz3BQ5kobDhIvj,M Zhayt,8262,"['pinoy hip hop', 'tagalog rap']",40
6RHTUrRF63xao58xh9FXYJ,IVE,1890484,['k-pop girl group'],75
31fsDbpNPKe346urriO4ma,mrld,291276,['opm'],65
71szvmFWd7TUa7b6XmXj9k,Emmy Meli,156416,['high vibe'],56
4pnp4w9g30yLfVIAFnZMRd,ACRAZE,89424,"['covertronica', 'dance pop', 'edm', 'pop dance', 'tropical house']",70
5Qnl3RAtzne7J1dxRv1UBc,NCT 2021,204602,['k-pop'],43
1Hcbuz175YJT1vMX4DnS6E,Bugoy Na Koykoy,222809,"['pinoy alternative rap', 'pinoy hip hop', 'tagalog rap']",52
67lytN32YpUxiSeWlKfHJ3,Yung Lean,795487,"['psychedelic hip hop', 'underground hip hop']",67
72Nhcx7prNk2ZCxhx0Y5es,Amy Grant,208619,"['adult standards', 'christian music']",55
60glra0QYcARAJr4OeJVNP,blondette,1357,[],65
29PgYEggDV3cDP9QYTogwv,Carolina Gaitán - La Gaita,48462,['latin viral pop'],61
329e4yvIujISKGKz1BZZbO,Farruko,14927334,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",84
7i9j813KFoSBMldGqlh2Z1,Riton,109737,"['dance pop', 'edm', 'house', 'pop dance', 'tropical house', 'uk dance']",68
2l35CQqtYRh3d8ZIiBep4v,MKTO,1025163,"['dance pop', 'pop', 'pop rap', 'pop rock', 'post-teen pop']",67
4vdAAzZBUKbsrvHi6UR7B7,Jessica Darrow,17683,[],59
18MFcGBHtyW0mU3ufcm0X1,Diane Guerrero,5656,[],63
6uNxlIP5lzPFf0BHuELOuX,GOT the beat,536334,['k-pop'],61
5R7AMwDeroq6Ls0COQYpS4,Kep1er,1084601,['k-pop'],62
4TdiASPlU3QdZvGQBothcQ,WOOZI,164758,[],43
1NRzxuPpdGushT8YmF5NAa,Edison Lighthouse,40012,['bubblegum pop'],59
5PYToRCsrnvikZg3yl2JMr,Stephanie Beatriz,39352,"['hollywood', 'show tunes']",68
2qnQOnL1oLKtH779qZ6iuR,Ylona Garcia,125916,[],47
6SKusTjOAPsTZ6kareKQdm,TAEYONG,1034455,['k-pop'],57
07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,21297219,"['colombian pop', 'latin pop', 'reggaeton colombiano']",82
79AyR6ATpj2LTPxfb6FX50,Lauren Spencer Smith,881499,"['alt z', 'gen z singer-songwriter', 'pop']",70
4t5uGGNiFjujYEEyVVDEwc,Alfie Castley,20733,[],43
73BLwSX6gsNeVzS7DgI4xe,grentperez,307091,['chill r&b'],64
35CFI6iSFTyM0scQKBu8eE,Kim Kyung Hee,24100,['korean ost'],46
09wV1iFg4DBtreMGzepTaE,Gatton,85880,['gen z singer-songwriter'],55
6sCbFbEjbYepqswM1vWjjs,Zendaya,3863123,"['dance pop', 'pop', 'post-teen pop']",71
2hlmm7s2ICUX0LVIhVFlZQ,Gunna,5125186,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",85
7tjVFCxJdwT4NdrTmjyjQ6,Muni Long,236097,"['indie r&b', 'pop', 'pop r&b', 'r&b']",64
70DFixYAFPv4Pf9kgSfR9O,MARK,469944,[],49
6SuhlH2L1NB53bBscBqAdu,David Pomeranz,203051,"['opm', 'soft rock']",56
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,6822298,['k-pop'],77
3KV3p5EY4AvKxOlhGHORLg,Jeremih,6239737,"['chicago rap', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",75
6tbjWDEIzxoDsBA1FuhfPW,Madonna,6856733,"['dance pop', 'pop']",79
2W8yFh0Ga6Yf3jiayVxwkE,Dove Cameron,4118972,"['pop', 'post-teen pop']",74
2P3aLwJ41aRYkyFFw2FRM7,Sam Concepcion,170069,['opm'],49
3b1iS74Wn1vc8DMDoxXu3s,J-King,15119,[],43
48vmXfV0QPy3ljXBp81Fwn,Coyote Theory,105833,[],65
28ot3wh4oNmoFOdVajibBl,NMIXX,1315109,['k-pop girl group'],71
7o2ZQYM7nTsaVdkXY38UAA,Em Beihold,321893,"['alt z', 'gen z singer-songwriter']",77
164Uj4eKjl6zTBKfJLFKKK,JVKE,2037570,['modern indie pop'],81
4ZZiDxjlriIvH5WQtzFMVk,Ghetto Gecko,61831,"['pinoy hip hop', 'tagalog rap']",49
2zgF783l4A3tMjr081z1wt,Nica del Rosario,11555,[],36
7LzHjduJmIQZGQsh8luHkD,Zae,28359,['pinoy trap'],41
1dFRlDO2Z2gjAARxHlovAS,Lo ki,226016,"['pinoy alternative rap', 'pinoy hip hop', 'pinoy r&b', 'tagalog rap']",58
3rdJ1bFvwgZw2XZkimg5dW,Young Cocoa,12417,[],41
67MNhiAICFY6Pwc2YxCO0K,Elley Duhé,414965,"['alt z', 'pop']",78
3rWZHrfrsPBxVy692yAIxF,WILLOW,2289221,"['afrofuturism', 'pop', 'post-teen pop']",74
4eKq7eArL96wSQjaaMg9Ic,Munimuni,586479,"['opm', 'pinoy indie']",56
4Kxlr1PRlDKEB0ekOCyHgX,BIGBANG,5069863,"['k-pop', 'k-pop boy group']",66
2HPqVfdPh9JkBSlFG5hK6h,anees,384964,[],62
7qmpXeNz2ojlMl2EEfkeLs,Nicky Youre,136819,['pop'],73
3jjbX9cm5Np3ekAypS71si,Cliff,4316,[],48
1oSPZhvZMIrWW5I41kPkkY,Jimin,4730576,[],86
3L1qgTsUqavkiygkIKfWJD,Denise Julia,81888,[],59
581C5Qwl87TskfBEzuoisu,Cafuné,154870,['brooklyn indie'],68
33rSKWwmnBGNLBipO7E7oM,Gabriel Valenciano,2243,[],14
2dd5mrQZvg6SmahdgVKDzh,PSY,1618880,"['k-pop', 'k-rap', 'korean old school hip hop']",66
5uRUbTUQysRUR7PUy7pimM,Ric Segreto,63830,"['classic opm', 'opm', 'soft rock']",55
4SpbR6yFEvexJuaBpgAU5p,LE SSERAFIM,1848823,[],76
5XKFrudbV4IiuE5WuTPRmT,Stephen Sanchez,559883,"['gen z singer-songwriter', 'pop']",80
6XUGs69dkSiTUQCBdpiT31,Agat,1389,[],19
69bG9tC62d8oTFC9aTTosn,New West,191382,"['pop', 'toronto indie']",74
1vfezMIyCr4XUdYRaKIKi3,Keyshia Cole,3433491,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'pop r&b', 'r&b', 'rap', 'urban contemporary']",69
1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,1664854,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",72
3jNm5wvIx1eR5NDdXhMkNV,Duke & Jones,50931,['uk dance'],56
4Ly0KABsxlx4fNj63zJTrF,Seafret,818509,"['folk-pop', 'pop']",73
1VwDG9aBflQupaFNjUru9A,NAYEON,902369,['k-pop'],65
29zSTMejPhY0m7kwNQ9SPI,Lola Amour,377512,"['opm', 'pinoy indie']",62
4fwuXg6XQHfdlOdmw36OHa,Paloma Faith,1167887,"['british soul', 'dance pop']",70
53A0W3U0s8diEn9RhXQhVz,Keane,2890659,"['neo mellow', 'piano rock', 'pop rock']",74
57vWImR43h4CaDao012Ofp,Steve Lacy,3131779,['afrofuturism'],83
2YOYua8FpudSEiB9s88IgQ,Yung Gravy,1574048,"['minnesota hip hop', 'pop rap']",72
46xBNx0j6cwY6sD9LgMTm1,Rosa Linn,244091,['alt z'],75
6HvZYsbFfjnjFrWF950C9d,NewJeans,2932403,"['k-pop', 'k-pop girl group']",84
0Sadg1vgvaPqGTOjxu0N6c,Girls' Generation,2385467,"['k-pop', 'k-pop girl group']",66
7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,19269784,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",88
1Qp56T7n950O3EGMsSl81D,Ghost,2316842,"['hard rock', 'metal']",76
6bDWAcdtVR3WHz2xtiIPUi,Fujii Kaze,1980537,['japanese teen pop'],76
5kjFzBMHeoAx9xksFSwfUW,yuji,113540,[],66
6vbKIm1WsvhMMDpthYONc1,Balming Tiger,50092,['k-rap'],54
3mzdfGKp0mQXzuNoS8z915,Cookie$,37721,"['bisaya rap', 'pinoy hip hop', 'vispop']",48
0z4gvV4rjIZ9wHck67ucSV,Akon,3682672,['dance pop'],81
2owtRYReKCG1n2AAS5AcpS,Kenaniah,69512,"['opm', 'pinoy indie']",60
5y8tKLUfMvliMe8IKamR32,d4vd,921207,['bedroom pop'],82
0DpLoyGVbhOHNR3ht2oO9y,Calein,95132,"['pinoy city pop', 'pinoy indie']",61
2QM5S4yO6xHgnNvF0nbZZq,SEULGI,842954,['k-pop'],61
2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller,6778960,"['kentucky hip hop', 'pop', 'r&b', 'rap', 'trap']",80
3WyQJx169swY8v3htgAqaK,Calvin De Leon,17709,"['pinoy hip hop', 'tagalog rap']",54
3sXwEUqxSzb11VpuFa5cvJ,Stacey Ryan,135355,[],68
46pWGuE3dSwY3bMMXGBvVS,Rema,2120903,['nigerian pop'],82
6bVVssXSh08il9SKx18XOA,Wilbert Ross,34402,"['opm', 'tagalog rap']",46
6lxMgbHCSwSRL4LuoUkAJQ,The Endorphins,6148,['swedish electropop'],46
0f2YkMXwFNJNSX7MymevKE,Kaash Paige,336249,['r&b'],69
360IAlyVv4PCEVjgyMZrxK,Miguel,4572211,"['dance pop', 'pop', 'r&b']",83
0iEtIxbK0KxaSlF7G42ZOp,Metro Boomin,3997887,['rap'],90
0jUQSUOcM7lxVn5eVGTkzQ,Justine Skye,743099,"['pop', 'pop r&b']",72
4bLLB1dbsRVUTcMpnDGDO2,SunKissed Lola,127075,['pinoy indie rock'],66
78rUTD7y6Cy67W1RVzYs7t,PinkPantheress,1938962,[],84
4wjgqUtfS9TNfMHhjEqAb7,PLAYERTWO,7186,[],52
0r63ReVRjxrS4ATbLrdcrL,Hoang Thuy Linh,768612,['v-pop'],61
5KKpBU5eC2tJDzf0wmlRp2,RAYE,825324,"['dance pop', 'pop', 'uk contemporary r&b']",81
0LcJLqbBmaGUft1e9Mm8HV,ABBA,9964085,"['europop', 'swedish pop']",81
3MdXrJWsbVzdn6fe5JYkSQ,Latto,1006459,"['pop', 'r&b', 'rap', 'trap queen']",72
5FxD8fkQZ6KcsSYupDVoSO,Omar Apollo,782329,"['bedroom pop', 'bedroom soul', 'pop']",74
1CFjJMSXKmctvTXBA6uQkE,iluna,18079,[],57
3zMIe4QuRLRn7JDkxBeENc,VNCE,8331,"['pinoy hip hop', 'tagalog rap']",46
13VRqzYJxIUpx67aASZADe,Soapdish,218398,"['opm', 'pinoy rock', 'pop rock']",50
6udveWUgX4vu75FF0DTrXV,TAEYANG,984335,['korean r&b'],71
61nn6nOoLWjVC1ER2qFAvN,Cup of Joe,210839,"['opm', 'pinoy city pop', 'pinoy indie']",59
7kjSuFGKhLm8b5qXoMhRkJ,Libianca,137040,[],75
0WU77FbXaPSbcMcrOSJQXc,Adrian Milanio,46501,[],39
716NhGYqD1jl2wI1Qkgq36,Bizarrap,10085014,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']",88
3IJ21966TwNZI24MwZHMu4,Baby Tate,314882,"['alternative r&b', 'pop', 'rap', 'trap queen', 'viral rap']",72
6AMd49uBDJfhf30Ak2QR5s,Coi Leray,534359,"['new jersey underground rap', 'rap', 'trap queen']",78
3XGlotxI2yAE3RV0DX6oD2,Noah Alejandre,12763,[],55
0LOK81e9H5lr61HlGGHqwA,XG,484358,[],71
4LT250S0fAe4cYqPbRk56m,Cean Jr.,21462,"['pinoy hip hop', 'pinoy r&b', 'tagalog rap']",54
1uAT5bTSp6dWbNmixIUP5t,BSS,265907,['k-pop'],64
45n4dyhe8nXULBDb6wHSXe,Zia Quizon,13431,['opm'],47
35l9BRT7MXmM8bv2WDQiyB,beabadoobee,1892921,"['bedroom pop', 'bubblegrunge', 'indie pop', 'pop']",77
6Ge3YISmUWPCUcSVx8VGor,Keenan Te,160610,"['gen z singer-songwriter', 'pop']",63
1GmsPCcpKgF9OhlNXjOsbS,Lizzy McAlpine,529708,"['boston folk', 'indie pop', 'pop']",78
6Dp4LInLyMVA2qhRqQ6AGL,Dilaw,38283,[],64
6Dg35SGkgpUJ2hGAYrx5Qa,Jeff Grecia,16037,['tagalog rap'],61
1chOgh5tgwfiyJ2zhUHwBj,Dionela,53753,['opm'],54
4GJ6xDCF5jaUqD6avOuQT6,FIFTY FIFTY,325207,[],77
4NsbfTEC3nOcc0vOpZ1rRc,HELLMERRY,21845,"['pinoy hip hop', 'tagalog rap']",54
6UZ0ba50XreR4TM8u322gs,JISOO,655567,[],75
7xj1YIDzHU6vkUwP76NEyx,Music Factory,7612,['sped up'],64
